Name,Brand,Price,Discounted Price,Category,Sub-Category,Quantity,Description,BreadCrumbs
Kwality Cornflakes Combi Pack,Kwality,60,30,Packaged Food,Breakfast Cereals,120 gm,"Overview:You can reclaim your right to wholesome and nutritious breakfast. No longer will you let anything stop you from your right to have an healthy and tasty breakfast.How to Use Take in a bowl Add milk Relish the tasteCare InstructionsKeep in a cool & dry place.About the BrandFrom a humble family-run business to one of the leading Spices and masalas manufacturing companies in India, Kwality Foods have come a long way. They expanded the portfolio to include breakfast cereals, thus spreading their business across the nation. The innovative methods used in the production of cereals like corn flakes and Choco flakes, complete with different flavours and added micronutrients made it an ideal mouth-watering breakfast option. Apart from gaining widespread acceptance as a breakfast, Kwality cereals have also replaced junk food among children in the country.",Packaged Food > Breakfast Cereals
Soulfull Ragi Bites Vanilla Fills,Soulfull,199,99,Packaged Food,Breakfast Cereals,250 gm,"OverviewHealthy Chocolate was once considered an oxymoron, but not anymore. Blending the love for chocolate and the obsession with health, Soulfull introduces Ragi Choco Fills. While the outside is made with rich cocoa mixed with nutrient-rich Ragi, the inside is filled generously with chocolate flavoured cream. Go ahead and indulge in as much chocolate as you want, without guilt!IngredientsRagi (50%), Sugar, Milk Solids, Edible Palm Oil, Bengal Gram Dal, Peas Cocoa Solids (1.8%), Hydrogenated Vegetable Fat, Iodized Salt, Stabilizer (INS 170), Emulsifier (INS 322), Antioxidant (INS 320)Storage InstructionsStore away from direct heat or sunlight, Transfer the products into a clean and dry air-tight container.",Packaged Food > Breakfast Cereals
Nutri Delite Variety Pack,Nutri Delite,60,30,Packaged Food,Breakfast Cereals,150 gm,OverviewNutri Delite make for an excellent breakfast to start the day. It is filled with the goodness of Nutrition and Fibre. Start the day right with Nutri Delite.Pack Contents- Nutri Delite Chocoflakes : 2x25 gms- Nutri Delite Crunchies : 2x25 gms- Nutri Delite 2 in 1s : 2x25 gms,Packaged Food > Breakfast Cereals
Quaker Oats,Quaker,79,66,Packaged Food,Breakfast Cereals,400 gm,"Key Features- Want a right start to the day? Help yourself to a bowlful of nutritious & tasty Quaker. These 100% Natural Wholegrain Oats have complex carbohydrates that break down slowly to provide energy that lasts. It also is a rich source of fibre and source of protein.- As part of a diet low in saturated fat, sodium, and cholesterol, along with a healthy & active lifestyle consumption of 2 bowls of Oats every day giving 3g soluble fibre, and the Beta-glucan may help reduce cholesterol. It also helps you helps maintain weight.- Try them with milk, topped with fruits and nuts for a hearty crunch, or with honey, cinnamon, or brown sugar for a warming sweet flavour. Quaker Oats can be eaten sweet or savoury, or add them as a wholesome ingredient in your favourite dishes, such as Idli or Poha or Masala Oats or Classic Oatmeal cookies. Enjoy the wholesome benefits of this whole grain in any number of meals or snacks, any time of day.How to Use- 100% Natural Wholegrain Oats- Helps Reduce Cholesterol- Lasting Energy- Rich in Fibre- Source of Protein- Easy to cook, in just 3 minutesSelf Life365 daysAbout the BrandIn 1877, a name that stood for integrity and honesty was adopted, and thus Quaker began. For more than a century, they have been inspired by the power and wholesome goodness of the amazing oat. They have been on a mission to inspire health, fitness, and energy amongst our patrons. They have dedicated themselves to converting oats, whole grains, and dairy into energy that helps people lead more fulfilled lives. They aim to inspire a healthier and fitter India through our products, enabling millions to do more of what they love doing!",Packaged Food > Breakfast Cereals
Quaker Oats,Quaker,292,192,Packaged Food,Breakfast Cereals,1.5 kg,"Key Features- Want a right start to the day? Help yourself to a bowlful of nutritious & tasty Quaker. These 100% Natural Wholegrain Oats have complex carbohydrates that break down slowly to provide energy that lasts. It also is a rich source of fibre and source of protein.- As part of a diet low in saturated fat, sodium, and cholesterol, along with a healthy & active lifestyle consumption of 2 bowls of Oats every day giving 3g soluble fibre, and the Beta-glucan may help reduce cholesterol. It also helps you helps maintain weight.- Try them with milk, topped with fruits and nuts for a hearty crunch, or with honey, cinnamon, or brown sugar for a warming sweet flavour. Quaker Oats can be eaten sweet or savoury, or add them as a wholesome ingredient in your favourite dishes, such as Idli or Poha or Masala Oats or Classic Oatmeal cookies. Enjoy the wholesome benefits of this whole grain in any number of meals or snacks, any time of day.How to Use- 100% Natural Wholegrain Oats- Helps Reduce Cholesterol- Lasting Energy- Rich in Fibre- Source of Protein- Easy to cook, in just 3 minutesSelf Life365 daysAbout the BrandIn 1877, a name that stood for integrity and honesty was adopted, and thus Quaker began. For more than a century, they have been inspired by the power and wholesome goodness of the amazing oat. They have been on a mission to inspire health, fitness, and energy amongst our patrons. They have dedicated themselves to converting oats, whole grains, and dairy into energy that helps people lead more fulfilled lives. They aim to inspire a healthier and fitter India through our products, enabling millions to do more of what they love doing!",Packaged Food > Breakfast Cereals
Saffola Masala Oats Veggie Twist,Saffola,202,159,Packaged Food,Breakfast Cereals,500 gm,"Usage Directions- For every cup of Saffola Masala Oats, add 3 cups (240ml) of water to a pan.- Cook for 3 minutes on a medium flame OR microwave for 3 minutes on full power. Stir occasionally. - Mix well and serve hot. Add vegetables and garnish, if required",Packaged Food > Breakfast Cereals
Bagrry's White Oats,Bagrry's,205,135,Packaged Food,Breakfast Cereals,1 kg,India,Packaged Food > Breakfast Cereals
Kellogg's Oats,Kellogg's,175,135,Packaged Food,Breakfast Cereals,900 gm,"
- Oats is a wonder grain that has more soluble fibre than some grains like Wheat and Rice.
- Kellogg's Oats is naturally cholesterol-free and is high in protein and fibre.
- Healthy Meal to start off your day.
",Packaged Food > Breakfast Cereals
Nutri Delite Oats,Nutri Delite,190,109,Packaged Food,Breakfast Cereals,1 kg,"OverviewOat has more soluble fibre than regular staples like rice & wheat. Whole grain oats provide proteins, carbohydrates & energy as well as fibre & iron. Oats contains B Glucan which is known to reduce cholesterol levels.How To Use- Add 35 g of Nutri Delite Oats in a cooking vessel. - Pour one large glass (250 ml) of milk or water into the vessel. - Add sugar to taste, boil for 3 minutes with occasional stirring on low to medium flame. - Remove from heat, allow 4 to cool, add additional milk or water if necessary & serve.Any Other Must - Know InformationOnce opened store in an air tight container in a cool and dry place.",Packaged Food > Breakfast Cereals
Saffola Masala Oats Peppy Tomato,Saffola,202,175,Packaged Food,Breakfast Cereals,500 gm,"OverviewSaffola Masala Oats brings to you a range of delightful flavours making for a perfect evening snack. Made with whole grain oats, real vegetables & a tasty mix of authentic desi spices, Saffola Masala Oats forms a delectable warm bowl of joy.What's more, is that it is ready to eat in just 3 minutes - super convenient to make, super tasty to eat, and super hard to resist! You can also enjoy Saffola Masala Oats in a variety of tasty recipes like Crispy Cutlets, Penne Pasta, or just as a delicious bowl of joy with crunchy toppings like namkeen, peanuts or crushed papad.Saffola Masala Oats is available in a range of lip-smacking flavours - Classic Masala for the classic masaledar experience, Veggie Twist for the comforting blend of spices and vegetables, Peppy tomato for a tangy indulgence, Masala Coriander for the tasty mix of desi spices with coriander notes, Curry & Pepper with a lingering aroma of curry leaves. Made with wholegrain Oats & real vegetables, Saffola Masala Oats is high in fibre and protein keeping you fuller for longer, helping you control your hunger pangs and manage weight.Features & Benefits- Saffola Masala Oats is a tasty blend of authentic Indian spices which is a perfect answer to your chatpata evening cravings!- Ready in just 3 minutes, Saffola Masala Oats is super easy to make and super tasty to eat!- Veggie Twist from Saffola Masala Oats has a rich and creamy blend of aromatic spices with a crunchy mix of carrots, peas and french beans.- Made with wholegrain Oats & real vegetables, Saffola Masala Oats is high in fibre and protein keeping you fuller for longer, helping you control your hunger pangs and manage weight- Enjoy Saffola Masala Oats in a variety of tasty recipes like Crispy Cutlets, Penne Pasta, or just as a delicious bowl of joy with crunchy topping like namkeen or peanuts.- Also try our other drool-worthy flavours - Classic Masala, Peppy Tomato, Curry & Pepper, and Masala & Coriander.Key IngredientOats (75%), Maltodextrin, Spices and Condiments (5.8%), (Onion, Pepper, Garlic, Coriander, Cumin, Fenugreek, Ginger, Turmeric, Cinnamon, Clove,) Salt, Sugar, Dried Vegetables (Carrots (O.7%), French Beans (0.5%), Tomato (0.3%)), Hydrolysed Vegetable Protein, Wheat Powder, Flavour Enhancer (627, 631 Edible Vegetable Oil, Antioxidant (320), Contains added Natural and Nature Identical Flavouring Substances.Usage Directions- For every cup of Saffola Masala Oats, add 3 cups (240ml) of water to a pan.- Cook for 3 minutes on a medium flame OR microwave for 3 minutes on full power. Stir occasionally. - Mix well and serve hot. Add vegetables and garnish, if required",Packaged Food > Breakfast Cereals
Saffola Masala Oats Classic,Saffola,16,14,Packaged Food,Breakfast Cereals,38 gm,"DescriptionSaffola Masala Oats brings to you a range of delightful flavours making for a perfect evening snack. Made with whole grain oats, real vegetables & a tasty mix of authentic desi spices, Saffola Masala Oats forms a delectable warm bowl of joy.What's more, is that it is ready to eat in just 3 minutes - super convenient to make, super tasty to eat, and super hard to resist! You can also enjoy Saffola Masala Oats in a variety of tasty recipes like Crispy Cutlets, Penne Pasta, or just as a delicious bowl of joy with crunchy toppings like namkeen, peanuts or crushed papad.Saffola Masala Oats is available in a range of lip-smacking flavours - Classic Masala for the classic masaledar experience, Veggie Twist for the comforting blend of spices and vegetables, Peppy tomato for a tangy indulgence, Masala Coriander for the tasty mix of desi spices with coriander notes, Curry & Pepper with a lingering aroma of curry leaves.Made with wholegrain Oats & real vegetables, Saffola Masala Oats is high in fibre and protein keeping you fuller for longer, helping you control your hunger pangs and manage weight.Features & Benefits- Saffola Masala Oats is a tasty blend of authentic Indian spices which is a perfect answer to your chatpata evening cravings!- Ready in just 3 minutes, Saffola Masala Oats is super easy to make and super tasty to eat!- Classic Masala from Saffola Masala Oats is a chatpata concoction of assorted Indian spices and a crunchy mix of carrots, onions and french beans.- Made with wholegrain Oats & real vegetables, Saffola Masala Oats is high in fibre and protein keeping you fuller for longer, helping you control your hunger pangs and manage weight- Enjoy Saffola Masala Oats in a variety of tasty recipes like Crispy Cutlets, Penne Pasta, or just as a delicious bowl of joy with crunchy topping like namkeen or peanuts.- Also try our other drool-worthy flavours - Peppy Tomato, Veggie Twist, Curry & Pepper, and Masala & Coriander.Key IngredientOats (73.9%), Maltodextrin, Salt, Spices and Condiments (3.4%) (Onion, Turmeric, Pepper Cumin, Garlic, Fenugreek, Clove, Nutmeg, Red Chilli)), Dried Vegetables (Carrots (l .15%), Onion Flakes (1.15%), green peas(O.69%)) Sugar, Starch, Hydrolysed Vegetable Protein, Wheat Powder, Edible Vegetable Oil, Flavour Enhancer (627, 631 Antioxidant (320). Contains added Natural and Nature Identical Flavouring Substances.Usage Directions- For every cup (38g) of Saffola Masala Oats, add 3 cups (240ml) of water in a pan.- Cook for 3 minutes on a medium flame OR microwave for 3 minutes on full power. Stir occasionally.- Mix well and serve hot. Add vegetables and garnish, if required",Packaged Food > Breakfast Cereals
Saffola Masala Oats Veggie Twist,Saffola,16,14,Packaged Food,Breakfast Cereals,38 gm,"OverviewSaffola Masala Oats brings to you a range of delightful flavours making for a perfect evening snack. Made with whole grain oats, real vegetables & a tasty mix of authentic desi spices, Saffola Masala Oats forms a delectable warm bowl of joy.What's more, is that it is ready to eat in just 3 minutes - super convenient to make, super tasty to eat, and super hard to resist! You can also enjoy Saffola Masala Oats in a variety of tasty recipes like Crispy Cutlets, Penne Pasta, or just as a delicious bowl of joy with crunchy toppings like namkeen, peanuts or crushed papad.Saffola Masala Oats is available in a range of lip-smacking flavours - Classic Masala for the classic masaledar experience, Veggie Twist for the comforting blend of spices and vegetables, Peppy tomato for a tangy indulgence, Masala Coriander for the tasty mix of desi spices with coriander notes, Curry & Pepper with a lingering aroma of curry leaves.Made with wholegrain Oats & real vegetables, Saffola Masala Oats is high in fibre and protein keeping you fuller for longer, helping you control your hunger pangs and manage weight.Features & Benefits- Saffola Masala Oats is a tasty blend of authentic Indian spices which is a perfect answer to your chatpata evening cravings!- Ready in just 3 minutes, Saffola Masala Oats is super easy to make and super tasty to eat!- Veggie Twist from Saffola Masala Oats has a rich and creamy blend of aromatic spices with a crunchy mix of carrots, peas and french beans.- Made with wholegrain Oats & real vegetables, Saffola Masala Oats is high in fibre and protein keeping you fuller for longer, helping you control your hunger pangs and manage weight- Enjoy Saffola Masala Oats in a variety of tasty recipes like Crispy Cutlets, Penne Pasta, or just as a delicious bowl of joy with crunchy topping like namkeen or peanuts.- Also try our other drool-worthy flavours - Classic Masala, Peppy Tomato, Curry & Pepper, and Masala & Coriander.Key IngredientOats (73.6%), Maltodextrin, Salt, Dried Vegetables (Carrot (1.6%), Green peas (1.1 %), French Beans (0.7%), Onion Powder, Sugar, Desiccated Coconut Powder, Milk Solids, Spices & Condiments (1.38%) (Chilly, Turmeric, Ginger, Cardamom, Cinnamon, Curry Leaves, Garlic), Tomato Powder, Hydrolysed Vegetable Protein, Yeast Extract, Anticaking Agent (551), Acidity Regulator (330), Flavour Enhancers (631, 627). Contains added Natural and Nature Identical Flavouring Substances.Usage Directions- For every cup (38g) of Saffola Masala Oats, add 3 cups (240ml) of water in a pan.- Cook for 3 minutes on a medium flame OR microwave for 3 minutes on full power. Stir occasionally. - Mix well and serve hot. Add vegetables and garnish, if required",Packaged Food > Breakfast Cereals
Saffola Masala Oats Peppy Tomato,Saffola,16,14,Packaged Food,Breakfast Cereals,38 gm,"OverviewSaffola Masala Oats brings to you a range of delightful flavours making for a perfect evening snack. Made with whole grain oats, real vegetables & a tasty mix of authentic desi spices, Saffola Masala Oats forms a delectable warm bowl of joy.What's more, is that it is ready to eat in just 3 minutes - super convenient to make, super tasty to eat, and super hard to resist! You can also enjoy Saffola Masala Oats in a variety of tasty recipes like Crispy Cutlets, Penne Pasta, or just as a delicious bowl of joy with crunchy toppings like namkeen, peanuts or crushed papad.Saffola Masala Oats is available in a range of lip-smacking flavours - Classic Masala for the classic masaledar experience, Veggie Twist for the comforting blend of spices and vegetables, Peppy tomato for a tangy indulgence, Masala Coriander for the tasty mix of desi spices with coriander notes, Curry & Pepper with a lingering aroma of curry leaves.Made with wholegrain Oats & real vegetables, Saffola Masala Oats is high in fibre and protein keeping you fuller for longer, helping you control your hunger pangs and manage weight.Features & Benefits- Saffola Masala Oats is a tasty blend of authentic Indian spices which is a perfect answer to your chatpata evening cravings!- Ready in just 3 minutes, Saffola Masala Oats is super easy to make and super tasty to eat!- Veggie Twist from Saffola Masala Oats has a rich and creamy blend of aromatic spices with a crunchy mix of carrots, peas and french beans.- Made with wholegrain Oats & real vegetables, Saffola Masala Oats is high in fibre and protein keeping you fuller for longer, helping you control your hunger pangs and manage weight- Enjoy Saffola Masala Oats in a variety of tasty recipes like Crispy Cutlets, Penne Pasta, or just as a delicious bowl of joy with crunchy topping like namkeen or peanuts.- Also try our other drool-worthy flavours - Classic Masala, Peppy Tomato, Curry & Pepper, and Masala & Coriander.Key IngredientOats (75%), Maltodextrin, Spices and Condiments (5.8%) (Onion, Pepper, Garlic, Coriander, Cumin, Fenugreek, Ginger, Turmeric, Cinnamon, Clove,) Salt, Sugar, Dried Vegetables (Carrots (O.7%), French Beans (0.5%), Tomato (0.3%)), Hydrolysed Vegetable Protein, Wheat Powder, Flavour Enhancer (627, 631 Edible Vegetable Oil, Antioxidant (320). Contains added Natural and Nature Identical Flavouring Substances.Usage Directions- For every cup (38g) of Saffola Masala Oats, add 3 cups (240ml) of water in a pan.- Cook for 3 minutes on a medium flame OR microwave for 3 minutes on full power. Stir occasionally. - Mix well and serve hot. Add vegetables and garnish, if required.",Packaged Food > Breakfast Cereals
Yogabar Dark Chocolate Oats,Yogabar,225,112,Packaged Food,Breakfast Cereals,400 gm,"Key Features- High fiber- High protin- Certified Guletin FreeHow to UseAKES MILK FUN : Make milk a part of your breakfast with Yogabar oats.Any Other Must-Know InformationHEALTHY HEART : Beta Glucan Fibre that can help reduce cholesterol with Omega 3 Fatty AcidsBenefitsWHOLE OATMEAL : Made from 100% Wholegrain with the goodness of Pumpkin Seeds, Chia Seeds & Black Raisins",Packaged Food > Breakfast Cereals
Yogabar Veggies Masala Oats,Yogabar,199,99,Packaged Food,Breakfast Cereals,400 gm,"Key Features- High fiber- High protin- Certified Guletin FreeAny Other Must-Know InformationHEALTHY HEART : Beta Glucan Fibre that can help reduce cholesterol with Omega 3 Fatty AcidsBenefitsWHOLE OATMEAL : Made from 100% Wholegrain with the goodness of Pumpkin Seeds, Chia Seeds & Black Raisins",Packaged Food > Breakfast Cereals
Kellogg's Muesli Fruit And Nut,Kellogg's,345,299,Packaged Food,Breakfast Cereals,500 gm,India,Packaged Food > Breakfast Cereals
Kellogg's Muesli Fruit And Nut,Kellogg's,460,359,Packaged Food,Breakfast Cereals,750 gm,India,Packaged Food > Breakfast Cereals
Gaia Crunchy Muesli,Gaia,575,287,Packaged Food,Breakfast Cereals,1 kg,"OverviewA delightful mixture of healthy multi-grains along with a hearty dash of nuts, Gaia Crunchy Nutty Delight Muesli is the perfect recipe for a wonderful start to the day. It is made from rolled Oats, wheat and corn flakes and is fortified with the goodness of honey. High on health and low on fat, it is all natural and a good source of fibre.BenefitsMuesli miracles :- Rich in iron- High fibre- Source of protein- Zero trans fatKey Features- High fibre- Zero cholesterol- High proteinIngredientsWheat Flakes [51.85%], Corn Flakes [15.18%], Rolled Oats [14.26%], Invert Sugar Syrup [7.06%], Almond, Green Raisins, Black Raisins, Honey, Liquid Glucose, Honey Powder, Antioxidant [E310]Allergen Advice : Contains Slices of Almond and Gluten derived from WheatHow to Use- Shake well before use.- Enjoy Gaia Crunchy Muesli with milk, yogurt or honey for a power-packed day.- Makes a delicious breakfast cereal with cold of hot milk, yogurt and fruits.- You can also eat it straight from the pack anytime as a healthy snack.Shelf LifeBest before 9 months from manufacturing date.Storage Condition- Store in a cool, dry and dark place.- Protect from direct sunlight.About the BrandGaia is one of the leading health and wellness brands in India offering nutritional foods, supplements, natural substitutes and sports products.",Packaged Food > Breakfast Cereals
Kellogg's Muesli Nuts Delight,Kellogg's,440,329,Packaged Food,Breakfast Cereals,750 gm,"
- Kellogg's Muesli Nuts Delight ready-to-eat breakfast cereal.
- Made with five nutritious grains (Wheat, Corn, Barley, Oats, and Rice) along with dry fruit & nuts combined together for a tasty and nourishing start to your day.
- Ready-to-eat breakfast cereal
*Actual packaging may vary from the Image
",Packaged Food > Breakfast Cereals
Gaia Crunchy Muesli Mixed Fruit,Gaia,575,287,Packaged Food,Breakfast Cereals,1 kg,"OverviewMissing breakfast means losing a lot of essential vitamins and minerals that one cannot make up during the day. Kick start your metabolism in the morning by eating a wholesome breakfast that helps you maintain weight as well as your brain functioning. Gaia Crunchy Muesli - Mixed Fruit is the ideal breakfast choice for the health conscious. High in fibre and a rich source of protein, this scrumptious power food is a combination of healthy multi-grains like rolled oats, wheat and corn flakes, along with succulent pieces of papaya, raisin, apple and pineapple. While the multi-grains provide the fibre, the added chunks of fruit add nourishment and bursts of flavour in every bite.BenefitsMuesli miracles:Rich in ironHigh fibreSource of proteinZero trans fatKey FeaturesHigh fibreZero cholesterolZero transfatHow to consumeShake well before use.Enjoy Gaia Crunchy Muesli - Mixed Fruit with milk, yogurt or honey for a power-packed day.Makes a delicious breakfast cereal with cold of hot milk, yogurt and fruits.You can also eat it straight from the pack anytime as a healthy snack.Shelf LifeBest before 9 months from manufacturing date.Storage ConditionStore in a cool, dry and dark place. Protect from direct sunlight.About the BrandGaia is one of the leading health and wellness brands in India offering nutritional foods, supplements, and natural substitutes and sports products.",Packaged Food > Breakfast Cereals
Bagrry's Crunchy Muesli with Almonds-Raisins-Honey,Bagrry's,599,399,Packaged Food,Breakfast Cereals,1 kg,India,Packaged Food > Breakfast Cereals
Yoga Bar Muesli Drk Choco Cranbery,Yoga Bar,325,162,Packaged Food,Breakfast Cereals,400 gm,"Key Features- 83% Nuts + Seeds, Dried Fruits, Whole grains.- 100% Natural Ingredients.- Protein Source & Fibre rich.- Flax, Pumpkin & Chia seeds. - 100% Whole grain (Quinoa, Oats, and Brown Rice).- Gluten-free and Vegan.How to UseCan be eaten with 50-100ml milk or as an anytime healthy snack to munch on.Benefits - Healthy Wholesome Breakfast.- Nutritious, Delicious & Filling Snack.- High Protein & High Fibre keeps you fuller for longer.- Antioxidants & Omega 3 for better immunity- Convenient packaging to carry anywhere.Any Other Must-Know Information- 100% whey protein blend.- No soy.- Rich in Omega 3.- Antioxidant-rich ingredients.- Healthy fats.- Low sodium.- Gluten-free.Disclaimer If AnyAllergen Advice: Products are processed on machinery in a plant that also processes peanuts, tree nuts, sesame, soy and dairy products.Frequently Asked Questions- Is it sugar-free? They do not use any refined sugar in their products.They do use some natural sweeteners like date-syrup and a very tiny amount in the dark chocolate.- Is it gluten free? Yes- Is it lactose free? YesCare Instructions- Transfer the product into a clean, dry and airtight container. - Store in a cool, dry and hygienic place.About the BrandYogabar was started by 2 Sisters - Suhasini & Aninidita Sampath - with a mission to change India's eating habits. Yogabar is a nutrition-led food company offering a range of healthy snack options such as Protein Bars, Muesli, Peanut Butters, and Gluten-Free Oats which are all-natural and have no artificial preservatives.&nbsp;",Packaged Food > Breakfast Cereals
Yoga Bar Muesli Drk Choco Cranbery,Yoga Bar,499,249,Packaged Food,Breakfast Cereals,700 gm,"Key Features- 83% Nuts + Seeds, Dried Fruits, Whole grains.- 100% Natural Ingredients.- Protein Source & Fibre rich.- Flax, Pumpkin & Chia seeds. Delicious Chocolate & Cranberry.- 100% Whole grain (Quinoa, Oats, and Brown Rice).- Gluten-free and Vegan.How to UseCan be eaten with 50-100ml milk or as an anytime healthy snack to munch on.Benefits - Healthy Wholesome Breakfast- Nutritious, Delicious & Filling Snack- High Protein & High Fibre keeps you fuller for longer- Antioxidants & Omega 3 for better immunity- Convenient packaging to carry anywhere.Any Other Must-Know Information- No artificial flavours.- No preservatives.- Low sodium- no-cook, tasty & crunchy muesli.- Rich in Antioxidants & Omega 3.Disclaimer If AnyAllergen Advice :- Contains Nuts. - Oats are processed in a plant where gluten containing products are manufactured.Frequently Asked Questions- Is it sugar-free? They do not use any refined sugar in their products. They do use some natural sweeteners like date-syrup and a very tiny amount in the dark chocolate.- Is it gluten free? Yes.- Is it lactose free?Yes.About the BrandYogabar was started by 2 Sisters - Suhasini & Aninidita Sampath - with a mission to change India's eating habits. Yogabar is a nutrition-led food company offering a range of healthy snack options such as Protein Bars, Muesli, Peanut Butters, and Gluten-Free Oats which are all-natural and have no artificial preservatives.",Packaged Food > Breakfast Cereals
Yoga Bar Muesli Fruits Nuts And Seeds,Yoga Bar,325,162,Packaged Food,Breakfast Cereals,400 gm,"Key Features- 91% Nuts + Seeds, Dried Fruits, Whole grains.- 100% Natural Ingredients.- Rich in Protein. - Flax & Chia seeds, specially selected Almonds.- 100% Whole grain (Quinoa, Oats, and Brown Rice).- Gluten-free and Vegan- No processed sugar.How to UseCan be eaten with 50-100ml milk or as an anytime healthy snack to munch on.Benefits - Healthy Wholesome Breakfast.- Nutritious, Delicious & Filling Snack.- High Fibre & High Protein. Keeps you fuller for longer.- Convenient packaging to carry anywhere.Any Other Must-Know Information- No artificial flavours.- No preservatives.- Low sodium.- No-cook, tasty & crunchy muesli.DisclaimerAllergen Advice: Contains Nuts. Oats are processed in a plant where gluten containing products are manufactured.Frequently Asked Questions- What is the shelf life of the product?6 months.- Is this gluten free?Yes.- Does it contains any artificial sugar constituents?No, it doesn&rsquo;t.Care Instructions- Transfer the product into a clean, dry and airtight container.- Store in a cool, dry and hygienic place.About the BrandYogabar was started by 2 Sisters - Suhasini & Aninidita Sampath - with a mission to change India's eating habits. Yogabar is a nutrition-led food company offering a range of healthy snack options such as Protein Bars, Muesli, Peanut Butters, and Gluten-Free Oats which are all-natural and have no artificial preservatives.",Packaged Food > Breakfast Cereals
Yoga Bar Muesli Fruits Nuts And Seeds,Yoga Bar,499,249,Packaged Food,Breakfast Cereals,700 gm,"Key Features- 91% Nuts + Seeds, Dried Fruits, Whole grains.- 100% Natural Ingredients.- Rich in Protein. - Flax & Chia seeds, specially selected Almonds.- 100% Whole grain (Quinoa, Oats, and Brown Rice).- Gluten-free and Vegan- No processed sugar.How to UseCan be eaten with 50-100ml milk or as an anytime healthy snack to munch on.Benefits - Healthy Wholesome Breakfast.- Nutritious, Delicious & Filling Snack.- High Fibre & High Protein. Keeps you fuller for longer.- Convenient packaging to carry anywhere.Any Other Must-Know Information- Gluten-free and Vegan.- No processed sugar.- No artificial flavours.- No preservatives.- Low sodium.- No-cook, tasty & crunchy muesliDisclaimerAllergen Advice: Contains Nuts. Oats are processed in a plant where gluten containing products are manufactured.Frequently Asked Questions- What is the shelf life of the product?6 months.- Is this gluten free?Yes.- Does it contains any artificial sugar constituents?No, it doesn&rsquo;t.Care Instructions- Transfer the product into a clean, dry and airtight container.- Store in a cool, dry and hygienic place.About the BrandYogabar was started by 2 Sisters - Suhasini & Aninidita Sampath - with a mission to change India's eating habits. Yogabar is a nutrition-led food company offering a range of healthy snack options such as Protein Bars, Muesli, Peanut Butters, and Gluten-Free Oats which are all-natural and have no artificial preservatives.",Packaged Food > Breakfast Cereals
Kellogg's Honey Almond Pumpkin Seeds Granola,Kellogg's,350,270,Packaged Food,Breakfast Cereals,450 gm,"OverviewKellogg&rsquo;s Crunchy Granola is toasty, oven-baked creation, carefully crafted for flavour and texture. Your taste buds will love our perfectly baked clusters that are generously loaded with the goodness of 5 grains and 24% Fruit & Nut.Key Features- Naturally cholesterol free.- Source of protein.- Source of fibre.IngredientsRolled Oats (25.1%), Candied Fruit and Nut (24%){Candied Strawberry (14%), Almonds (10%)}, Black raisins, pumpkin seeds, Sugar, Oat Flour (10.7%), Edible Vegetable Oil (Palmolein), Rice (4.2%), Whole Wheat (3.9%), Rice Flour (2.7%), Liquid Glucose, Corn Flour (1.8%), Honey, Cereal Extract, Wheat Bran (0.6%), Refined Wheat Flour (Maida) (0.5%), Iodized Salt, Dextrose, Barley Flour (0.1%), Vitamins, Raising Agent (INS 500ii), Minerals, Antioxidant (INS 320) contains added flavours.How to Use- 3 ways to enjoy Kellogg&rsquo;s Crunchy Granola :- Straight out of the bag.- With some Milk.- With Yoghurt on top.About the BrandKellogg is always trying to look for ways to brighten your future, from quality and safe products to informative labels. They focus on things that encourage a healthier tomorrow. That&rsquo;s why they're on a constant journey to improve the nutrition credentials of their foods. They do things you love the most about them : their taste, convenience, and nutrition. Helping You Be Your Best. Now, for Over 100 Years.",Packaged Food > Breakfast Cereals
Yoga Bar Muesli - Almond + Quinoa Crunch,Yoga Bar,325,162,Packaged Food,Breakfast Cereals,400 gm,"Key Features- 94% Nuts + Seeds, Dried Fruits, Whole grains.- 100% Natural Ingredients.- Rich in Protein. - Flax & Chia seeds, specially selected Almonds.- 100% Whole grain (Quinoa, Oats, and Brown Rice).- Gluten-free and Vegan.- No processed sugar.How to UseCan be eaten with 50-100ml milk or as an anytime healthy snack to munch on.Benefits - Healthy Wholesome Breakfast.- Nutritious, Delicious & Filling Snack.- High Protein & High Fibre keeps you fuller for longer.- Convenient packaging to carry anywhere.Any Other Must-Know Information- no artificial flavours- no preservatives- low sodium- no-cook, tasty & crunchy muesliDisclaimer If AnyAllergen Advice: Contains Nuts. Oats are processed in a plant where gluten containing products are manufactured.Frequently Asked Questions- Is it vegan?Yes.- Does it contain salt?Yes, a bit of Himalayan Pink Salt.- Does this contain sugar?No, it contains no added or processed sugar.Care Instructions- Transfer the product into a clean, dry and air-tight container.- Store in a cool, dry and hygienic place.About the BrandYogabar was started by 2 Sisters - Suhasini & Aninidita Sampath - with a mission to change India's eating habits. Yogabar is a nutrition-led food company offering a range of healthy snack options such as Protein Bars, Muesli, Peanut Butters, and Gluten-Free Oats which are all-natural and have no artificial preservatives.&nbsp;",Packaged Food > Breakfast Cereals
